%SeriesCode,Period,Value
DSERRC,1997M01,"3,435,734"
DSERRC,1997M02,"3,448,873"
DSERRC,1997M03,"3,454,882"
DSERRC,1997M04,"3,483,286"
DSERRC,1997M05,"3,496,991"
DSERRC,1997M06,"3,510,601"
DSERRC,1997M07,"3,541,990"
DSERRC,1997M08,"3,556,699"
DSERRC,1997M09,"3,578,476"
DSERRC,1997M10,"3,609,079"
DSERRC,1997M11,"3,607,585"
DSERRC,1997M12,"3,639,218"
DSERRC,1998M01,"3,647,444"
DSERRC,1998M02,"3,677,940"
DSERRC,1998M03,"3,705,497"
DSERRC,1998M04,"3,716,351"
DSERRC,1998M05,"3,741,928"
DSERRC,1998M06,"3,771,932"
DSERRC,1998M07,"3,786,447"
DSERRC,1998M08,"3,806,942"
DSERRC,1998M09,"3,827,556"
DSERRC,1998M10,"3,834,538"
DSERRC,1998M11,"3,843,474"
DSERRC,1998M12,"3,865,655"
DSERRC,1999M01,"3,885,521"
DSERRC,1999M02,"3,890,342"
DSERRC,1999M03,"3,915,579"
DSERRC,1999M04,"3,943,903"
DSERRC,1999M05,"3,955,978"
DSERRC,1999M06,"3,972,825"
DSERRC,1999M07,"4,000,468"
DSERRC,1999M08,"4,020,670"
DSERRC,1999M09,"4,051,003"
DSERRC,1999M10,"4,081,190"
DSERRC,1999M11,"4,109,679"
DSERRC,1999M12,"4,133,191"
DSERRC,2000M01,"4,170,583"
DSERRC,2000M02,"4,209,149"
DSERRC,2000M03,"4,235,660"
DSERRC,2000M04,"4,250,249"
DSERRC,2000M05,"4,270,740"
DSERRC,2000M06,"4,303,594"
DSERRC,2000M07,"4,323,385"
DSERRC,2000M08,"4,347,607"
DSERRC,2000M09,"4,381,510"
DSERRC,2000M10,"4,400,618"
DSERRC,2000M11,"4,423,957"
DSERRC,2000M12,"4,451,038"
DSERRC,2001M01,"4,488,862"
DSERRC,2001M02,"4,487,992"
DSERRC,2001M03,"4,511,302"
DSERRC,2001M04,"4,513,805"
DSERRC,2001M05,"4,533,803"
DSERRC,2001M06,"4,548,825"
DSERRC,2001M07,"4,565,283"
DSERRC,2001M08,"4,588,994"
DSERRC,2001M09,"4,510,990"
DSERRC,2001M10,"4,585,832"
DSERRC,2001M11,"4,604,752"
DSERRC,2001M12,"4,638,054"
DSERRC,2002M01,"4,635,292"
DSERRC,2002M02,"4,657,528"
DSERRC,2002M03,"4,674,674"
DSERRC,2002M04,"4,703,635"
DSERRC,2002M05,"4,723,654"
DSERRC,2002M06,"4,735,777"
DSERRC,2002M07,"4,768,154"
DSERRC,2002M08,"4,776,632"
DSERRC,2002M09,"4,791,293"
DSERRC,2002M10,"4,830,415"
DSERRC,2002M11,"4,840,302"
DSERRC,2002M12,"4,864,276"
DSERRC,2003M01,"4,891,593"
DSERRC,2003M02,"4,905,287"
DSERRC,2003M03,"4,932,598"
DSERRC,2003M04,"4,954,397"
DSERRC,2003M05,"4,991,653"
DSERRC,2003M06,"5,004,631"
DSERRC,2003M07,"5,035,306"
DSERRC,2003M08,"5,059,719"
DSERRC,2003M09,"5,069,015"
DSERRC,2003M10,"5,101,203"
DSERRC,2003M11,"5,122,981"
DSERRC,2003M12,"5,149,440"
DSERRC,2004M01,"5,183,697"
DSERRC,2004M02,"5,210,428"
DSERRC,2004M03,"5,222,504"
DSERRC,2004M04,"5,256,340"
DSERRC,2004M05,"5,274,924"
DSERRC,2004M06,"5,303,124"
DSERRC,2004M07,"5,344,982"
DSERRC,2004M08,"5,367,490"
DSERRC,2004M09,"5,403,517"
DSERRC,2004M10,"5,430,412"
DSERRC,2004M11,"5,463,893"
DSERRC,2004M12,"5,497,959"
DSERRC,2005M01,"5,515,187"
DSERRC,2005M02,"5,548,682"
DSERRC,2005M03,"5,585,494"
DSERRC,2005M04,"5,613,227"
DSERRC,2005M05,"5,641,910"
DSERRC,2005M06,"5,676,058"
DSERRC,2005M07,"5,704,275"
DSERRC,2005M08,"5,726,210"
DSERRC,2005M09,"5,760,250"
DSERRC,2005M10,"5,787,125"
DSERRC,2005M11,"5,826,504"
DSERRC,2005M12,"5,848,799"
DSERRC,2006M01,"5,861,934"
DSERRC,2006M02,"5,904,569"
DSERRC,2006M03,"5,943,429"
DSERRC,2006M04,"5,968,469"
DSERRC,2006M05,"6,008,450"
DSERRC,2006M06,"6,027,750"
DSERRC,2006M07,"6,058,280"
DSERRC,2006M08,"6,073,176"
DSERRC,2006M09,"6,109,549"
DSERRC,2006M10,"6,142,216"
DSERRC,2006M11,"6,163,797"
DSERRC,2006M12,"6,189,344"
DSERRC,2007M01,"6,239,026"
DSERRC,2007M02,"6,269,942"
DSERRC,2007M03,"6,283,071"
DSERRC,2007M04,"6,311,327"
DSERRC,2007M05,"6,317,805"
DSERRC,2007M06,"6,351,607"
DSERRC,2007M07,"6,375,673"
DSERRC,2007M08,"6,432,009"
DSERRC,2007M09,"6,447,439"
DSERRC,2007M10,"6,476,742"
DSERRC,2007M11,"6,513,205"
DSERRC,2007M12,"6,536,911"
DSERRC,2008M01,"6,575,396"
DSERRC,2008M02,"6,594,887"
DSERRC,2008M03,"6,623,949"
DSERRC,2008M04,"6,655,003"
DSERRC,2008M05,"6,687,904"
DSERRC,2008M06,"6,716,101"
DSERRC,2008M07,"6,728,851"
DSERRC,2008M08,"6,724,559"
DSERRC,2008M09,"6,740,103"
DSERRC,2008M10,"6,744,611"
DSERRC,2008M11,"6,729,792"
DSERRC,2008M12,"6,721,193"
DSERRC,2009M01,"6,713,967"
DSERRC,2009M02,"6,688,098"
DSERRC,2009M03,"6,682,761"
DSERRC,2009M04,"6,674,138"
DSERRC,2009M05,"6,660,975"
DSERRC,2009M06,"6,677,970"
DSERRC,2009M07,"6,690,426"
DSERRC,2009M08,"6,717,198"
DSERRC,2009M09,"6,725,164"
DSERRC,2009M10,"6,754,313"
DSERRC,2009M11,"6,748,558"
DSERRC,2009M12,"6,800,785"
DSERRC,2010M01,"6,808,478"
DSERRC,2010M02,"6,841,666"
DSERRC,2010M03,"6,856,862"
DSERRC,2010M04,"6,879,299"
DSERRC,2010M05,"6,927,903"
DSERRC,2010M06,"6,943,530"
DSERRC,2010M07,"6,974,464"
DSERRC,2010M08,"6,991,156"
DSERRC,2010M09,"6,991,284"
DSERRC,2010M10,"7,009,297"
DSERRC,2010M11,"7,032,722"
DSERRC,2010M12,"7,052,515"
DSERRC,2011M01,"7,063,843"
DSERRC,2011M02,"7,083,378"
DSERRC,2011M03,"7,120,259"
DSERRC,2011M04,"7,130,824"
DSERRC,2011M05,"7,165,882"
DSERRC,2011M06,"7,178,977"
DSERRC,2011M07,"7,215,397"
DSERRC,2011M08,"7,231,211"
DSERRC,2011M09,"7,235,152"
DSERRC,2011M10,"7,241,593"
DSERRC,2011M11,"7,244,229"
DSERRC,2011M12,"7,258,087"
DSERRC,2012M01,"7,296,379"
DSERRC,2012M02,"7,339,990"
DSERRC,2012M03,"7,355,385"
DSERRC,2012M04,"7,380,495"
DSERRC,2012M05,"7,386,788"
DSERRC,2012M06,"7,398,753"
DSERRC,2012M07,"7,421,841"
DSERRC,2012M08,"7,419,088"
DSERRC,2012M09,"7,441,833"
DSERRC,2012M10,"7,471,864"
DSERRC,2012M11,"7,499,131"
DSERRC,2012M12,"7,503,940"
DSERRC,2013M01,"7,515,834"
DSERRC,2013M02,"7,534,609"
DSERRC,2013M03,"7,572,403"
DSERRC,2013M04,"7,584,837"
DSERRC,2013M05,"7,605,375"
DSERRC,2013M06,"7,625,308"
DSERRC,2013M07,"7,629,689"
DSERRC,2013M08,"7,665,511"
DSERRC,2013M09,"7,694,047"
DSERRC,2013M10,"7,737,447"
DSERRC,2013M11,"7,779,304"
DSERRC,2013M12,"7,808,234"
DSERRC,2014M01,"7,811,933"
DSERRC,2014M02,"7,817,207"
DSERRC,2014M03,"7,877,900"
DSERRC,2014M04,"7,888,579"
DSERRC,2014M05,"7,927,506"
DSERRC,2014M06,"7,957,705"
DSERRC,2014M07,"7,990,052"
DSERRC,2014M08,"8,049,523"
DSERRC,2014M09,"8,074,057"
DSERRC,2014M10,"8,128,690"
DSERRC,2014M11,"8,149,134"
DSERRC,2014M12,"8,182,194"
DSERRC,2015M01,"8,199,480"
DSERRC,2015M02,"8,228,251"
DSERRC,2015M03,"8,241,188"
DSERRC,2015M04,"8,275,769"
DSERRC,2015M05,"8,306,473"
DSERRC,2015M06,"8,333,389"
DSERRC,2015M07,"8,363,664"
DSERRC,2015M08,"8,392,799"
DSERRC,2015M09,"8,410,230"
DSERRC,2015M10,"8,440,167"
DSERRC,2015M11,"8,441,680"
DSERRC,2015M12,"8,474,606"
DSERRC,2016M01,"8,518,049"
DSERRC,2016M02,"8,570,469"
DSERRC,2016M03,"8,566,365"
DSERRC,2016M04,"8,612,273"
DSERRC,2016M05,"8,640,160"
DSERRC,2016M06,"8,671,467"
DSERRC,2016M07,"8,714,711"
DSERRC,2016M08,"8,742,467"
DSERRC,2016M09,"8,781,893"
DSERRC,2016M10,"8,790,052"
DSERRC,2016M11,"8,834,654"
DSERRC,2016M12,"8,883,192"
DSERRC,2017M01,"8,927,253"
DSERRC,2017M02,"8,940,393"
DSERRC,2017M03,"8,989,654"
DSERRC,2017M04,"8,999,738"
DSERRC,2017M05,"9,027,219"
DSERRC,2017M06,"9,050,178"
DSERRC,2017M07,"9,087,641"
DSERRC,2017M08,"9,102,375"
DSERRC,2017M09,"9,137,093"
DSERRC,2017M10,"9,174,623"
DSERRC,2017M11,"9,216,743"
DSERRC,2017M12,"9,288,026"
DSERRC,2018M01,"9,318,169"
DSERRC,2018M02,"9,341,166"
DSERRC,2018M03,"9,412,119"
DSERRC,2018M04,"9,450,951"
DSERRC,2018M05,"9,466,922"
DSERRC,2018M06,"9,526,340"
DSERRC,2018M07,"9,555,884"
DSERRC,2018M08,"9,587,862"
DSERRC,2018M09,"9,595,497"
DSERRC,2018M10,"9,641,132"
DSERRC,2018M11,"9,667,102"
DSERRC,2018M12,"9,679,660"
DSERRC,2019M01,"9,685,307"
DSERRC,2019M02,"9,708,244"
DSERRC,2019M03,"9,766,871"
DSERRC,2019M04,"9,791,151"
DSERRC,2019M05,"9,816,545"
DSERRC,2019M06,"9,860,234"
DSERRC,2019M07,"9,921,659"
DSERRC,2019M08,"9,976,841"
DSERRC,2019M09,"10,017,759"
DSERRC,2019M10,"10,051,569"
DSERRC,2019M11,"10,107,553"
DSERRC,2019M12,"10,152,981"
DSERRC,2020M01,"10,257,912"
DSERRC,2020M02,"10,222,173"
DSERRC,2020M03,"9,333,228"
DSERRC,2020M04,"8,332,616"
DSERRC,2020M05,"8,779,853"
DSERRC,2020M06,"9,269,447"
DSERRC,2020M07,"9,426,067"
DSERRC,2020M08,"9,566,715"
DSERRC,2020M09,"9,710,548"
DSERRC,2020M10,"9,782,334"
DSERRC,2020M11,"9,773,655"
DSERRC,2020M12,"9,818,193"
DSERRC,2021M01,"9,925,687"
DSERRC,2021M02,"9,944,132"
DSERRC,2021M03,"10,193,083"
DSERRC,2021M04,"10,346,896"
DSERRC,2021M05,"10,473,445"
DSERRC,2021M06,"10,629,100"
DSERRC,2021M07,"10,778,462"
DSERRC,2021M08,"10,883,439"
DSERRC,2021M09,"10,945,701"
DSERRC,2021M10,"11,031,888"
DSERRC,2021M11,"11,116,192"
DSERRC,2021M12,"11,174,815"
DSERRC,2022M01,"11,191,501"
DSERRC,2022M02,"11,299,106"
DSERRC,2022M03,"11,426,469"
DSERRC,2022M04,"11,537,212"
DSERRC,2022M05,"11,619,077"
DSERRC,2022M06,"11,721,057"
DSERRC,2022M07,"11,804,435"
DSERRC,2022M08,"11,929,830"
DSERRC,2022M09,"12,011,858"
DSERRC,2022M10,"12,080,362"
DSERRC,2022M11,"12,163,761"
DSERRC,2022M12,"12,231,482"
DSERRC,2023M01,"12,354,730"
DSERRC,2023M02,"12,402,475"
DSERRC,2023M03,"12,498,708"
DSERRC,2023M04,"12,554,748"
DSERRC,2023M05,"12,600,116"
DSERRC,2023M06,"12,686,332"
DSERRC,2023M07,"12,773,732"
DSERRC,2023M08,"12,793,958"
DSERRC,2023M09,"12,868,085"
DSERRC,2023M10,"12,935,172"
DSERRC,2023M11,"13,028,780"
DSERRC,2023M12,"13,112,968"
DSERRC,2024M01,"13,208,238"
DSERRC,2024M02,"13,317,648"
DSERRC,2024M03,"13,396,684"
DSERRC,2024M04,"13,465,551"
DSERRC,2024M05,"13,521,698"
DSERRC,2024M06,"13,607,886"
DSERRC,2024M07,"13,664,551"
DSERRC,2024M08,"13,741,814"
DSERRC,2024M09,"13,817,437"
DSERRC,2024M10,"13,891,354"
DSERRC,2024M11,"13,942,855"
DSERRC,2024M12,"14,038,038"
DSERRC,2025M01,"14,079,132"
DSERRC,2025M02,"14,101,374"
DSERRC,2025M03,"14,187,543"
DSERRC,2025M04,"14,258,640"
DSERRC,2025M05,"14,317,772"
DSERRC,2025M06,"14,380,041"
DSERRC,2025M07,"14,485,652"
DSERRC,2025M08,"14,568,195"
DSERRC,2025M09,"14,642,743"
DSERRC,2025M10,"14,726,971"
DSERRC,2025M11,"14,763,027"
DSERRC,2025M12,"14,850,708"
DSERRC,2026M01,"14,918,993"
DSERRC,2026M02,"14,948,973"
DSERRC,2026M03,"14,999,640"
DSERRC,2026M04,"15,095,801"
DSERRC,2026M05,"15,235,050"
DSERRC,2026M06,"15,314,857"
DSERRC,2026M07,"15,401,019"
